id,nombre,precio,descripción,largo(cm),alto(cm),ancho(cm),peso(kg),fecha_de_caducidad,duracion_sin_refrigerar,tipo_de_conserva,tienda
365,camiseta,12323,ropa,6,14,41,0.34,,,,79
164,platano,13220,frutas,,,,,2021-11-02,10,,13
356,kiwi,14585,frutas,,,,,2021-06-07,23,,72
268,teclado,12598,producto tecnologico,43,14,8,0.86,,,,77
362,pavo congelado,12446,carne congelada,,,,4.92,2022-01-03,,,44
198,mouse,12730,producto tecnologico,33,29,6,0.62,,,,48
156,hallulla,11210,pan,,,,,2021-08-15,6,,43
262,lenguado,14080,pescado congelado,,,,1.7,2021-07-30,,,69
231,jeans,13914,ropa,35,15,10,0.92,,,,66
9,hamburguesa de verduras,11678,hamburguesa,,,,3.01,2021-07-02,,,73
244,pantalla para colgar,5174,pantalla de luz,21,45,10,0.64,,,,92
377,telefono,14256,producto tecnologico,35,5,12,0.82,,,,1
345,hamburguesa de verduras,12480,hamburguesa,,,,2.74,2021-11-22,,,29
163,carne molida,7134,carne congelada,,,,3.66,2021-09-26,,,96
23,arvejas congeladas,12666,verduras congeladas,,,,2.44,2021-12-04,,,55
125,teclado,6734,producto tecnologico,12,42,48,0.82,,,,42
115, frutillas en conserva,9542,fruta en conserva,,,,,2021-11-02,,lata,28
110,pantalla papel,9914,pantalla de luz,38,48,20,0.25,,,,7
144,tomate,8242,verduras,,,,,2021-11-22,6,,26
238,reineta,10784,pescado congelado,,,,3.84,2022-04-11,,,61
96,pavo,6717,carne,,,,,2021-11-22,15,,87
192,telefono,12648,producto tecnologico,23,6,6,0.41,,,,26
128,pavo,9003,carne,,,,,2021-10-02,21,,82
195,reineta,8674,pescado congelado,,,,2.9,2022-01-15,,,100
19,durazno en conserva,8421,fruta en conserva,,,,,2021-12-12,,frasco,20
32,pantalla para colgar,6200,pantalla de luz,47,45,32,0.19,,,,97
110,pantalla papel,9914,pantalla de luz,38,48,20,0.25,,,,59
133,reineta,7700,pescado congelado,,,,4.5,2021-12-18,,,0
37,cerdo,13208,carne,,,,,2022-03-12,8,,75
71,papaya en conserva,14577,fruta en conserva,,,,,2022-02-28,,lata,74
61,vacuno,5898,carne,,,,,2021-11-25,7,,13
368,limon,12932,verduras,,,,,2021-11-29,6,,20
251,vacuno,13598,carne,,,,,2021-12-21,12,,34
88,mouse,12978,producto tecnologico,24,18,26,0.44,,,,63
92,garbanzos en conserva,11554,verdura en conserva,,,,,2022-04-17,,caja,0
3,merlusa,13317,pescado congelado,,,,2.03,2021-08-09,,,62
175,hallulla,11970,pan,,,,,2021-07-02,23,,1
26,manzana,7438,frutas,,,,,2021-10-02,17,,88
415,pantalla lineas,8289,pantalla de luz,45,8,35,0.47,,,,65
126,teclado,12241,producto tecnologico,38,9,45,0.88,,,,87
263,pantalla papel,14631,pantalla de luz,8,8,33,0.31,,,,6
214,cerdo,6063,carne,,,,,2022-03-24,15,,47
388,hamburguesa de vacuno,8376,hamburguesa,,,,1.73,2021-10-11,,,19
385,limon,11324,verduras,,,,,2022-01-06,14,,12
378,televisor,10657,producto tecnologico,26,45,5,0.13,,,,23
261,palta,13207,verduras,,,,,2021-08-17,11,,82
414,pantalla lineas,11871,pantalla de luz,12,14,49,0.55,,,,89
3,merlusa,13317,pescado congelado,,,,2.03,2021-08-09,,,85
283,telefono,12515,producto tecnologico,15,19,38,0.71,,,,40
336,esparragos frasco,7752,verdura en conserva,,,,,2022-05-04,,caja,82
2,pantalla lisa,5609,pantalla de luz,26,20,22,0.32,,,,14
109,brocoli,7370,verduras,,,,,2021-12-21,21,,46
43,telefono,12517,producto tecnologico,38,19,35,0.15,,,,35
2,pantalla lisa,5609,pantalla de luz,26,20,22,0.32,,,,53
40,pantalla lisa,11843,pantalla de luz,18,25,9,0.43,,,,38
169,hallulla,12245,pan,,,,,2021-05-17,5,,84
252,pavo congelado,6840,carne congelada,,,,1.6,2021-10-01,,,66
359,hamburguesa de vacuno,9503,hamburguesa,,,,3.31,2021-10-09,,,89
190,pantalla papel,14669,pantalla de luz,7,15,41,0.36,,,,70
68,camisa,5009,ropa,40,29,14,0.6,,,,17
134,jeans,10305,ropa,47,11,36,0.72,,,,2
415,pantalla lineas,8289,pantalla de luz,45,8,35,0.47,,,,34
305,teclado,9834,producto tecnologico,22,36,34,0.46,,,,14
369,tomate,13568,verduras,,,,,2022-02-12,12,,30
252,pavo congelado,6840,carne congelada,,,,1.6,2021-10-01,,,80
125,teclado,6734,producto tecnologico,12,42,48,0.82,,,,18
167,hamburguesa de vacuno,9224,hamburguesa,,,,2.74,2021-09-26,,,77
343,choclo en conserva,12429,verdura en conserva,,,,,2021-06-09,,lata,42
264,hamburguesa de vacuno,14847,hamburguesa,,,,1.01,2021-08-21,,,97
126,teclado,12241,producto tecnologico,38,9,45,0.88,,,,59
373,pantalla papel,5674,pantalla de luz,11,41,31,0.87,,,,46
355,mix de frutas en conserva,12120,fruta en conserva,,,,,2021-08-27,,frasco,50
313,platano,12727,frutas,,,,,2021-11-23,18,,38
243,choclo congelado,6481,verduras congeladas,,,,3.91,2022-01-23,,,78
179,teclado,12795,producto tecnologico,46,7,12,0.52,,,,44
373,pantalla papel,5674,pantalla de luz,11,41,31,0.87,,,,89
412,marraqueta,14464,pan,,,,,2021-11-17,24,,10
275,pantalla lisa,13875,pantalla de luz,34,42,25,0.77,,,,80
386,carne molida,7866,carne congelada,,,,2.83,2021-09-14,,,92
153,pantalla papel,8665,pantalla de luz,39,36,29,0.6,,,,53
18,palta,14117,verduras,,,,,2021-06-12,9,,29
166,reineta,12040,pescado congelado,,,,3.73,2021-08-12,,,12
49,televisor,11837,producto tecnologico,9,36,33,0.39,,,,13
125,teclado,6734,producto tecnologico,12,42,48,0.82,,,,7
320,pantalla lineas,8495,pantalla de luz,34,42,48,0.41,,,,20
77,hallulla,14637,pan,,,,,2021-08-24,20,,28
308,mix de verduras congeladas,6920,verduras congeladas,,,,1.33,2021-08-20,,,75
124,garbanzos en conserva,11677,verdura en conserva,,,,,2021-11-05,,lata,0
243,choclo congelado,6481,verduras congeladas,,,,3.91,2022-01-23,,,1
287,carne molida,14751,carne congelada,,,,2.47,2021-12-29,,,18
259,vestido,8209,ropa,43,34,39,0.76,,,,66
356,kiwi,14585,frutas,,,,,2021-06-07,23,,26
184,hamburguesa de vacuno,6871,hamburguesa,,,,1.5,2022-02-25,,,57
250,vacuno,14397,carne,,,,,2021-10-27,20,,0
279,merlusa,9334,pescado congelado,,,,1.41,2022-04-18,,,9
162,pollo,9026,carne,,,,,2021-08-28,24,,85
87,teclado,12613,producto tecnologico,9,15,25,0.33,,,,89
162,pollo,9026,carne,,,,,2021-08-28,24,,48
73,pantalla lineas,8949,pantalla de luz,22,29,11,0.45,,,,9
412,marraqueta,14464,pan,,,,,2021-11-17,24,,92
221,salmon,7372,pescado congelado,,,,1.76,2022-03-26,,,11
417,pollo,10015,carne,,,,,2022-01-06,11,,82
326,esparragos frasco,14352,verdura en conserva,,,,,2021-08-16,,lata,31
287,carne molida,14751,carne congelada,,,,2.47,2021-12-29,,,8
217,pollo,13965,carne,,,,,2021-09-16,24,,74
122,porotos congelados,11540,verduras congeladas,,,,3.16,2021-12-27,,,71
290,hallulla,8722,pan,,,,,2021-05-20,12,,92
398,pantalla papel,14579,pantalla de luz,19,20,25,0.19,,,,43
104,chaqueta,9435,ropa,17,38,46,0.37,,,,0
338,mix de frutas en conserva,10464,fruta en conserva,,,,,2021-10-26,,frasco,28
252,pavo congelado,6840,carne congelada,,,,1.6,2021-10-01,,,29
20,cerdo,12012,carne,,,,,2021-12-08,6,,90
307,marraqueta,10434,pan,,,,,2022-01-11,20,,65
230,pantalla para colgar,5925,pantalla de luz,8,41,12,0.9,,,,78
226,carne molida,5033,carne congelada,,,,2.01,2022-04-17,,,15
409,pantalla lineas,12158,pantalla de luz,24,27,14,0.92,,,,97
305,teclado,9834,producto tecnologico,22,36,34,0.46,,,,77
205,lechuga,5224,verduras,,,,,2021-07-19,11,,0
83, frutillas en conserva,12139,fruta en conserva,,,,,2021-05-23,,caja,43
372,mouse,9082,producto tecnologico,20,10,12,0.85,,,,66
411,durazno,11230,frutas,,,,,2022-02-17,8,,36
152,lenguado,13791,pescado congelado,,,,4.9,2022-04-27,,,29
395,choclo en conserva,11836,verdura en conserva,,,,,2021-10-05,,frasco,6
235,vacuno,8664,carne,,,,,2021-08-29,22,,2
240,salmon,7427,pescado congelado,,,,2.06,2021-05-31,,,38
156,hallulla,11210,pan,,,,,2021-08-15,6,,17
118,limon,11756,verduras,,,,,2021-06-28,15,,1
351,vacuno congelado,11224,carne congelada,,,,4.69,2022-01-08,,,25
185,cerdo,12579,carne,,,,,2021-12-20,6,,85
312,pantalla papel,6898,pantalla de luz,43,7,19,0.75,,,,48
106,pantalla papel,8041,pantalla de luz,25,14,45,0.8,,,,99
59,durazno en conserva,5186,fruta en conserva,,,,,2021-09-10,,frasco,99
170,mix de verduras congeladas,7212,verduras congeladas,,,,4.06,2021-06-20,,,75
160,merlusa,10910,pescado congelado,,,,3.21,2021-08-08,,,31
282,salmon,11494,pescado congelado,,,,4.67,2021-06-10,,,75
181,hamburguesa de verduras,5304,hamburguesa,,,,2.48,2021-06-26,,,73
79,teclado,5555,producto tecnologico,26,10,17,0.35,,,,65
411,durazno,11230,frutas,,,,,2022-02-17,8,,84
65,hamburguesa de verduras,7556,hamburguesa,,,,3.79,2022-02-08,,,68
18,palta,14117,verduras,,,,,2021-06-12,9,,38
311,vestido,14898,ropa,28,25,14,0.21,,,,97
357,mouse,14549,producto tecnologico,26,50,42,0.66,,,,15
369,tomate,13568,verduras,,,,,2022-02-12,12,,1
172,polera,11996,ropa,44,10,39,0.7,,,,44
175,hallulla,11970,pan,,,,,2021-07-02,23,,56
32,pantalla para colgar,6200,pantalla de luz,47,45,32,0.19,,,,94
152,lenguado,13791,pescado congelado,,,,4.9,2022-04-27,,,97
77,hallulla,14637,pan,,,,,2021-08-24,20,,82
126,teclado,12241,producto tecnologico,38,9,45,0.88,,,,29
194,hallulla,9444,pan,,,,,2021-11-03,15,,20
345,hamburguesa de verduras,12480,hamburguesa,,,,2.74,2021-11-22,,,63
39,merlusa,10053,pescado congelado,,,,4.86,2021-10-05,,,79
392,arvejas en conserva,13884,verdura en conserva,,,,,2021-07-28,,lata,72
33, frutillas en conserva,9530,fruta en conserva,,,,,2021-09-14,,caja,22
18,palta,14117,verduras,,,,,2021-06-12,9,,22
356,kiwi,14585,frutas,,,,,2021-06-07,23,,62
33, frutillas en conserva,9530,fruta en conserva,,,,,2021-09-14,,caja,27
87,teclado,12613,producto tecnologico,9,15,25,0.33,,,,37
301,carne molida,6414,carne congelada,,,,4.15,2021-12-30,,,6
130,hamburguesa de verduras,11010,hamburguesa,,,,1.02,2021-07-28,,,0
1,mix de frutas en conserva,10730,fruta en conserva,,,,,2021-06-07,,caja,98
85,salmon,9211,pescado congelado,,,,4.93,2021-11-09,,,21
20,cerdo,12012,carne,,,,,2021-12-08,6,,5
174,vacuno,14113,carne,,,,,2021-09-10,15,,67
34,mix de verduras congeladas,13386,verduras congeladas,,,,4.15,2021-06-30,,,26
74,pantalla lisa,14478,pantalla de luz,5,33,14,0.72,,,,72
295,manzana,11013,frutas,,,,,2022-01-18,17,,10
122,porotos congelados,11540,verduras congeladas,,,,3.16,2021-12-27,,,5
232,mouse,7653,producto tecnologico,33,16,40,0.21,,,,75
116,cerdo congelado,11027,carne congelada,,,,2.27,2021-08-10,,,101
296,salmon,9495,pescado congelado,,,,1.02,2022-03-04,,,94
220,manzana,11649,frutas,,,,,2021-06-03,7,,32
222,vestido,10689,ropa,19,49,16,0.17,,,,71
247,poleron,12512,ropa,35,28,12,0.85,,,,38
391,choclo en conserva,8087,verdura en conserva,,,,,2021-07-19,,lata,38
320,pantalla lineas,8495,pantalla de luz,34,42,48,0.41,,,,63
328,hamburguesa de pollo,6638,hamburguesa,,,,2.09,2021-07-26,,,66
393,televisor,8016,producto tecnologico,22,19,47,0.32,,,,8
197,pantalla papel,10497,pantalla de luz,46,35,27,0.63,,,,30
220,manzana,11649,frutas,,,,,2021-06-03,7,,29
326,esparragos frasco,14352,verdura en conserva,,,,,2021-08-16,,lata,30
165,camiseta,10613,ropa,35,31,31,0.29,,,,48
350,brocoli,7862,verduras,,,,,2021-06-05,24,,45
301,carne molida,6414,carne congelada,,,,4.15,2021-12-30,,,20
402,salmon,6712,pescado congelado,,,,4.51,2022-01-08,,,34
46,palta,13279,verduras,,,,,2021-09-14,17,,82
223,reineta,8439,pescado congelado,,,,3.19,2021-08-14,,,80
137,jeans,11374,ropa,41,5,7,0.89,,,,15
318,pavo,6208,carne,,,,,2021-10-10,10,,48
355,mix de frutas en conserva,12120,fruta en conserva,,,,,2021-08-27,,frasco,57
262,lenguado,14080,pescado congelado,,,,1.7,2021-07-30,,,37
40,pantalla lisa,11843,pantalla de luz,18,25,9,0.43,,,,13
159,esparragos frasco,13153,verdura en conserva,,,,,2021-06-11,,frasco,31
204,durazno,7673,frutas,,,,,2021-08-15,18,,76
81,hamburguesa de vacuno,8644,hamburguesa,,,,4.55,2022-04-16,,,69
23,arvejas congeladas,12666,verduras congeladas,,,,2.44,2021-12-04,,,62
234,brocoli,10802,verduras,,,,,2022-01-06,5,,35
252,pavo congelado,6840,carne congelada,,,,1.6,2021-10-01,,,70
233,cerdo congelado,7670,carne congelada,,,,3.52,2022-03-03,,,0
353,pavo congelado,7137,carne congelada,,,,2.29,2021-10-21,,,45
18,palta,14117,verduras,,,,,2021-06-12,9,,2
239,merlusa,8602,pescado congelado,,,,1.0,2022-03-10,,,38
317,pantalla lineas,13847,pantalla de luz,44,43,45,0.27,,,,34
205,lechuga,5224,verduras,,,,,2021-07-19,11,,42
411,durazno,11230,frutas,,,,,2022-02-17,8,,69
236,mouse,11941,producto tecnologico,42,8,38,0.94,,,,79
131,cerdo congelado,8452,carne congelada,,,,2.73,2022-02-07,,,79
16,hamburguesa de quinoa,5914,hamburguesa,,,,2.2,2021-12-10,,,57
159,esparragos frasco,13153,verdura en conserva,,,,,2021-06-11,,frasco,73
199,garbanzos en conserva,9115,verdura en conserva,,,,,2021-12-23,,lata,76
366,pantalla papel,8830,pantalla de luz,45,47,16,0.92,,,,66
221,salmon,7372,pescado congelado,,,,1.76,2022-03-26,,,59
88,mouse,12978,producto tecnologico,24,18,26,0.44,,,,52
241,durazno en conserva,12190,fruta en conserva,,,,,2022-03-11,,caja,68
156,hallulla,11210,pan,,,,,2021-08-15,6,,17
333,pantalla lineas,6062,pantalla de luz,16,23,37,0.17,,,,87
333,pantalla lineas,6062,pantalla de luz,16,23,37,0.17,,,,35
373,pantalla papel,5674,pantalla de luz,11,41,31,0.87,,,,15
98,teclado,5890,producto tecnologico,31,5,34,0.76,,,,8
338,mix de frutas en conserva,10464,fruta en conserva,,,,,2021-10-26,,frasco,42
396,porotos congelados,8296,verduras congeladas,,,,4.65,2021-08-24,,,47
414,pantalla lineas,11871,pantalla de luz,12,14,49,0.55,,,,23
226,carne molida,5033,carne congelada,,,,2.01,2022-04-17,,,90
68,camisa,5009,ropa,40,29,14,0.6,,,,89
121,pan de molde,7108,pan,,,,,2021-06-18,21,,39
232,mouse,7653,producto tecnologico,33,16,40,0.21,,,,70
268,teclado,12598,producto tecnologico,43,14,8,0.86,,,,29
320,pantalla lineas,8495,pantalla de luz,34,42,48,0.41,,,,16
68,camisa,5009,ropa,40,29,14,0.6,,,,100
44,lenguado,12660,pescado congelado,,,,3.44,2021-05-20,,,15
197,pantalla papel,10497,pantalla de luz,46,35,27,0.63,,,,42
188,mix de verduras congeladas,13804,verduras congeladas,,,,1.82,2021-05-09,,,100
108,pantalla papel,14454,pantalla de luz,18,12,5,0.76,,,,86
403,vestido,11750,ropa,41,36,14,0.61,,,,52
122,porotos congelados,11540,verduras congeladas,,,,3.16,2021-12-27,,,92
318,pavo,6208,carne,,,,,2021-10-10,10,,53
145,hamburguesa de verduras,8137,hamburguesa,,,,2.86,2022-02-04,,,94
194,hallulla,9444,pan,,,,,2021-11-03,15,,82
166,reineta,12040,pescado congelado,,,,3.73,2021-08-12,,,51
412,marraqueta,14464,pan,,,,,2021-11-17,24,,20
414,pantalla lineas,11871,pantalla de luz,12,14,49,0.55,,,,73
327,hallulla,6887,pan,,,,,2021-12-06,20,,20
393,televisor,8016,producto tecnologico,22,19,47,0.32,,,,17
403,vestido,11750,ropa,41,36,14,0.61,,,,7
208,telefono,9760,producto tecnologico,22,8,31,0.14,,,,78
280,pollo congelado,6003,carne congelada,,,,3.68,2021-06-28,,,91
10,reineta,10545,pescado congelado,,,,2.87,2022-02-22,,,91
22,televisor,5912,producto tecnologico,43,22,30,0.41,,,,34
157,hamburguesa de pollo,14465,hamburguesa,,,,2.41,2021-09-28,,,26
149,pan de molde,13136,pan,,,,,2021-09-30,24,,76
37,cerdo,13208,carne,,,,,2022-03-12,8,,78
147,arvejas en conserva,10396,verdura en conserva,,,,,2021-10-15,,lata,53
319,vacuno,13414,carne,,,,,2021-05-21,14,,56
400,mix de verduras congeladas,13648,verduras congeladas,,,,4.55,2022-04-09,,,55
363,jeans,7348,ropa,38,34,31,0.25,,,,69
91,arvejas congeladas,7384,verduras congeladas,,,,4.18,2022-02-23,,,32
317,pantalla lineas,13847,pantalla de luz,44,43,45,0.27,,,,32
279,merlusa,9334,pescado congelado,,,,1.41,2022-04-18,,,27
71,papaya en conserva,14577,fruta en conserva,,,,,2022-02-28,,lata,30
21,televisor,12324,producto tecnologico,14,38,28,0.2,,,,54
20,cerdo,12012,carne,,,,,2021-12-08,6,,21
153,pantalla papel,8665,pantalla de luz,39,36,29,0.6,,,,17
71,papaya en conserva,14577,fruta en conserva,,,,,2022-02-28,,lata,64
15,durazno,13302,frutas,,,,,2021-10-13,10,,37
164,platano,13220,frutas,,,,,2021-11-02,10,,17
277,limon,7442,verduras,,,,,2021-05-15,19,,46
102,televisor,5303,producto tecnologico,33,12,50,0.17,,,,81
326,esparragos frasco,14352,verdura en conserva,,,,,2021-08-16,,lata,98
49,televisor,11837,producto tecnologico,9,36,33,0.39,,,,48
340,pantalla para colgar,5107,pantalla de luz,48,27,39,0.29,,,,82
19,durazno en conserva,8421,fruta en conserva,,,,,2021-12-12,,frasco,35
10,reineta,10545,pescado congelado,,,,2.87,2022-02-22,,,84
340,pantalla para colgar,5107,pantalla de luz,48,27,39,0.29,,,,81
409,pantalla lineas,12158,pantalla de luz,24,27,14,0.92,,,,33
159,esparragos frasco,13153,verdura en conserva,,,,,2021-06-11,,frasco,88
111,lechuga,8330,verduras,,,,,2021-09-04,13,,87
76,manzana,9326,frutas,,,,,2021-06-19,22,,16
290,hallulla,8722,pan,,,,,2021-05-20,12,,59
332,pantalla lisa,7833,pantalla de luz,6,6,7,0.64,,,,68
294,pollo congelado,10551,carne congelada,,,,4.93,2021-10-13,,,87
411,durazno,11230,frutas,,,,,2022-02-17,8,,17
80,pera,11624,frutas,,,,,2022-01-09,18,,78
149,pan de molde,13136,pan,,,,,2021-09-30,24,,9
296,salmon,9495,pescado congelado,,,,1.02,2022-03-04,,,52
0,merlusa,8706,pescado congelado,,,,4.82,2021-08-28,,,53
354,pollo congelado,8252,carne congelada,,,,2.98,2021-06-17,,,73
178,manzana,13975,frutas,,,,,2022-01-02,15,,10
118,limon,11756,verduras,,,,,2021-06-28,15,,34
193,reineta,12780,pescado congelado,,,,4.52,2022-02-04,,,76
393,televisor,8016,producto tecnologico,22,19,47,0.32,,,,52
328,hamburguesa de pollo,6638,hamburguesa,,,,2.09,2021-07-26,,,99
205,lechuga,5224,verduras,,,,,2021-07-19,11,,56
222,vestido,10689,ropa,19,49,16,0.17,,,,29
352,mix de frutas en conserva,14348,fruta en conserva,,,,,2021-09-26,,frasco,18
249,lechuga,8099,verduras,,,,,2021-08-14,5,,42
245,pantalla lisa,6627,pantalla de luz,49,31,37,0.25,,,,34
6,marraqueta,7830,pan,,,,,2021-08-21,22,,94
167,hamburguesa de vacuno,9224,hamburguesa,,,,2.74,2021-09-26,,,45
386,carne molida,7866,carne congelada,,,,2.83,2021-09-14,,,71
410,salmon,12879,pescado congelado,,,,1.4,2021-09-02,,,86
190,pantalla papel,14669,pantalla de luz,7,15,41,0.36,,,,49
203,marraqueta,6335,pan,,,,,2022-04-09,5,,99
21,televisor,12324,producto tecnologico,14,38,28,0.2,,,,84
97,lechuga,8668,verduras,,,,,2022-03-08,6,,82
381,pantalla para colgar,8882,pantalla de luz,41,9,42,0.37,,,,44
228, frutillas en conserva,13599,fruta en conserva,,,,,2022-04-12,,lata,92
229,merlusa,8380,pescado congelado,,,,4.96,2021-07-12,,,65
367,teclado,7331,producto tecnologico,32,32,18,0.5,,,,88
276,pantalla para colgar,6897,pantalla de luz,41,15,10,0.12,,,,17
307,marraqueta,10434,pan,,,,,2022-01-11,20,,41
396,porotos congelados,8296,verduras congeladas,,,,4.65,2021-08-24,,,37
84,pantalla lisa,14987,pantalla de luz,16,20,49,0.83,,,,76
407,manzana,8989,frutas,,,,,2021-07-08,14,,30
322,mix de verduras congeladas,11198,verduras congeladas,,,,1.12,2021-09-18,,,53
32,pantalla para colgar,6200,pantalla de luz,47,45,32,0.19,,,,37
160,merlusa,10910,pescado congelado,,,,3.21,2021-08-08,,,86
155,vestido,12164,ropa,12,20,41,0.7,,,,68
89,pantalla lineas,6647,pantalla de luz,38,11,43,0.78,,,,91
384,pantalla lineas,13539,pantalla de luz,22,14,48,0.65,,,,13
103,hamburguesa de vacuno,11871,hamburguesa,,,,2.4,2021-12-25,,,50
375,pollo congelado,7447,carne congelada,,,,2.31,2021-06-29,,,4
142,mix de frutas en conserva,5219,fruta en conserva,,,,,2021-06-08,,caja,2
181,hamburguesa de verduras,5304,hamburguesa,,,,2.48,2021-06-26,,,74
107,esparragos frasco,7134,verdura en conserva,,,,,2021-11-30,,caja,86
120,marraqueta,13520,pan,,,,,2022-01-19,9,,68
209,televisor,10968,producto tecnologico,27,37,47,0.18,,,,22
180,hallulla,7278,pan,,,,,2021-09-20,8,,73
390,vacuno congelado,12201,carne congelada,,,,3.58,2021-08-22,,,31
315,pantalla lisa,13048,pantalla de luz,40,24,26,0.36,,,,60
261,palta,13207,verduras,,,,,2021-08-17,11,,28
0,merlusa,8706,pescado congelado,,,,4.82,2021-08-28,,,24
343,choclo en conserva,12429,verdura en conserva,,,,,2021-06-09,,lata,56
190,pantalla papel,14669,pantalla de luz,7,15,41,0.36,,,,69
91,arvejas congeladas,7384,verduras congeladas,,,,4.18,2022-02-23,,,26
107,esparragos frasco,7134,verdura en conserva,,,,,2021-11-30,,caja,58
92,garbanzos en conserva,11554,verdura en conserva,,,,,2022-04-17,,caja,83
288,mix de verduras congeladas,6320,verduras congeladas,,,,4.69,2021-09-27,,,78
67,limon,13531,verduras,,,,,2022-03-25,11,,86
270,hamburguesa de verduras,12794,hamburguesa,,,,2.99,2021-05-18,,,83
223,reineta,8439,pescado congelado,,,,3.19,2021-08-14,,,18
329,hallulla,12550,pan,,,,,2022-01-24,5,,96
6,marraqueta,7830,pan,,,,,2021-08-21,22,,58
328,hamburguesa de pollo,6638,hamburguesa,,,,2.09,2021-07-26,,,2
184,hamburguesa de vacuno,6871,hamburguesa,,,,1.5,2022-02-25,,,71
85,salmon,9211,pescado congelado,,,,4.93,2021-11-09,,,60
64,marraqueta,11303,pan,,,,,2021-06-30,9,,77
317,pantalla lineas,13847,pantalla de luz,44,43,45,0.27,,,,90
59,durazno en conserva,5186,fruta en conserva,,,,,2021-09-10,,frasco,9
132,mix de verduras congeladas,10478,verduras congeladas,,,,4.75,2022-01-16,,,52
310,manzana,11868,frutas,,,,,2022-04-25,5,,12
155,vestido,12164,ropa,12,20,41,0.7,,,,50
166,reineta,12040,pescado congelado,,,,3.73,2021-08-12,,,28
231,jeans,13914,ropa,35,15,10,0.92,,,,59
296,salmon,9495,pescado congelado,,,,1.02,2022-03-04,,,7
393,televisor,8016,producto tecnologico,22,19,47,0.32,,,,57
57,cerdo,7160,carne,,,,,2022-03-25,15,,16
317,pantalla lineas,13847,pantalla de luz,44,43,45,0.27,,,,86
126,teclado,12241,producto tecnologico,38,9,45,0.88,,,,19
294,pollo congelado,10551,carne congelada,,,,4.93,2021-10-13,,,38
240,salmon,7427,pescado congelado,,,,2.06,2021-05-31,,,51
287,carne molida,14751,carne congelada,,,,2.47,2021-12-29,,,85
196,reineta,13212,pescado congelado,,,,4.8,2022-04-04,,,60
110,pantalla papel,9914,pantalla de luz,38,48,20,0.25,,,,71
51,limon,10356,verduras,,,,,2022-01-14,8,,39
201,arvejas en conserva,11500,verdura en conserva,,,,,2021-06-28,,lata,101
235,vacuno,8664,carne,,,,,2021-08-29,22,,83
387,lenguado,6433,pescado congelado,,,,2.87,2021-05-13,,,26
301,carne molida,6414,carne congelada,,,,4.15,2021-12-30,,,4
21,televisor,12324,producto tecnologico,14,38,28,0.2,,,,51
314,pavo congelado,12293,carne congelada,,,,3.25,2021-06-19,,,18
193,reineta,12780,pescado congelado,,,,4.52,2022-02-04,,,101
343,choclo en conserva,12429,verdura en conserva,,,,,2021-06-09,,lata,94
312,pantalla papel,6898,pantalla de luz,43,7,19,0.75,,,,10
301,carne molida,6414,carne congelada,,,,4.15,2021-12-30,,,50
223,reineta,8439,pescado congelado,,,,3.19,2021-08-14,,,78
39,merlusa,10053,pescado congelado,,,,4.86,2021-10-05,,,21
74,pantalla lisa,14478,pantalla de luz,5,33,14,0.72,,,,7
94,pollo congelado,6136,carne congelada,,,,1.14,2021-10-09,,,70
147,arvejas en conserva,10396,verdura en conserva,,,,,2021-10-15,,lata,2
114,reineta,9430,pescado congelado,,,,2.29,2021-12-14,,,85
109,brocoli,7370,verduras,,,,,2021-12-21,21,,2
94,pollo congelado,6136,carne congelada,,,,1.14,2021-10-09,,,73
396,porotos congelados,8296,verduras congeladas,,,,4.65,2021-08-24,,,78
140,teclado,6971,producto tecnologico,45,9,8,0.56,,,,36
304,jeans,8403,ropa,26,29,22,0.69,,,,67
399,mouse,14474,producto tecnologico,42,36,10,0.36,,,,82
268,teclado,12598,producto tecnologico,43,14,8,0.86,,,,73
263,pantalla papel,14631,pantalla de luz,8,8,33,0.31,,,,85
316,vacuno,13806,carne,,,,,2022-04-03,12,,77
26,manzana,7438,frutas,,,,,2021-10-02,17,,80
295,manzana,11013,frutas,,,,,2022-01-18,17,,25
45,salmon,10211,pescado congelado,,,,1.69,2021-11-09,,,19
60,pantalla para colgar,8436,pantalla de luz,6,24,5,0.6,,,,63
407,manzana,8989,frutas,,,,,2021-07-08,14,,17
141,mix de frutas en conserva,6583,fruta en conserva,,,,,2021-08-26,,caja,2
323,vacuno,11553,carne,,,,,2021-06-07,10,,74
215,durazno,9245,frutas,,,,,2021-10-16,23,,96
48,cerdo,13194,carne,,,,,2022-03-18,18,,22
362,pavo congelado,12446,carne congelada,,,,4.92,2022-01-03,,,79
260,limon,10707,verduras,,,,,2022-04-19,19,,6
386,carne molida,7866,carne congelada,,,,2.83,2021-09-14,,,46
373,pantalla papel,5674,pantalla de luz,11,41,31,0.87,,,,27
239,merlusa,8602,pescado congelado,,,,1.0,2022-03-10,,,7
343,choclo en conserva,12429,verdura en conserva,,,,,2021-06-09,,lata,28
103,hamburguesa de vacuno,11871,hamburguesa,,,,2.4,2021-12-25,,,78
58,hamburguesa de vacuno,5337,hamburguesa,,,,3.84,2022-01-06,,,40
90,mix de verduras congeladas,9916,verduras congeladas,,,,2.52,2021-09-29,,,29
312,pantalla papel,6898,pantalla de luz,43,7,19,0.75,,,,3
193,reineta,12780,pescado congelado,,,,4.52,2022-02-04,,,2
374,pantalla papel,13760,pantalla de luz,5,32,38,0.98,,,,49
